"periode_data","wilayah","kecamatan","kelurahan","jenis_kelamin","agama","jumlah"
"2023","JAKARTA BARAT","TAMBORA","DURI UTARA","Perempuan","KATHOLIK","602"
"2023","JAKARTA BARAT","TAMBORA","DURI UTARA","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","TAMBORA","DURI UTARA","Perempuan","KHONGHUCU","12"
"2023","JAKARTA BARAT","TAMBORA","DURI UTARA","Perempuan","KRISTEN","1920"
"2023","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Laki_Laki","BUDHA","3709"
"2023","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Laki_Laki","HINDU","4"
"2023","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Laki_Laki","ISLAM","9012"
"2023","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Laki_Laki","KATHOLIK","994"
"2023","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Laki_Laki","KHONGHUCU","9"
"2023","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Laki_Laki","KRISTEN","2088"
"2023","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Perempuan","BUDHA","3860"
"2023","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Perempuan","HINDU","3"
"2023","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Perempuan","ISLAM","8431"
"2023","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Perempuan","KATHOLIK","1187"
"2023","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Perempuan","KHONGHUCU","6"
"2023","JAKARTA BARAT","TAMBORA","TANAH SEREAL","Perempuan","KRISTEN","2398"
"2023","JAKARTA BARAT","TAMBORA","KRENDANG","Laki_Laki","BUDHA","3323"
"2023","JAKARTA BARAT","TAMBORA","KRENDANG","Laki_Laki","HINDU","1"
"2023","JAKARTA BARAT","TAMBORA","KRENDANG","Laki_Laki","ISLAM","7793"
"2023","JAKARTA BARAT","TAMBORA","KRENDANG","Laki_Laki","KATHOLIK","439"
"2023","JAKARTA BARAT","TAMBORA","KRENDANG","Laki_Laki","KEPERCAYAAN","1"
"2023","JAKARTA BARAT","TAMBORA","KRENDANG","Laki_Laki","KHONGHUCU","29"
"2023","JAKARTA BARAT","TAMBORA","KRENDANG","Laki_Laki","KRISTEN","1146"
"2023","JAKARTA BARAT","TAMBORA","KRENDANG","Perempuan","BUDHA","3148"
"2023","JAKARTA BARAT","TAMBORA","KRENDANG","Perempuan","HINDU","1"
"2023","JAKARTA BARAT","TAMBORA","KRENDANG","Perempuan","ISLAM","7206"
"2023","JAKARTA BARAT","TAMBORA","KRENDANG","Perempuan","KATHOLIK","483"
"2023","JAKARTA BARAT","TAMBORA","KRENDANG","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","TAMBORA","KRENDANG","Perempuan","KHONGHUCU","21"
"2023","JAKARTA BARAT","TAMBORA","KRENDANG","Perempuan","KRISTEN","1146"
"2023","JAKARTA BARAT","TAMBORA","JEMBATAN BESI","Laki_Laki","BUDHA","3788"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA SELATAN","Laki_Laki","KRISTEN","1382"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA SELATAN","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA SELATAN","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","PAL MERAH","KOTA BAMBU SELATAN","Perempuan","KHONGHUCU","3"
"2023","JAKARTA BARAT","PAL MERAH","KOTA BAMBU SELATAN","Perempuan","KRISTEN","737"
"2023","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Laki_Laki","BUDHA","1106"
"2023","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Laki_Laki","HINDU","52"
"2023","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Laki_Laki","ISLAM","28522"
"2023","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Laki_Laki","KATHOLIK","2686"
"2023","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Laki_Laki","KEPERCAYAAN","1"
"2023","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Laki_Laki","KHONGHUCU","7"
"2023","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Laki_Laki","KRISTEN","3096"
"2023","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Perempuan","BUDHA","1163"
"2023","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Perempuan","HINDU","54"
"2023","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Perempuan","ISLAM","27419"
"2023","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Perempuan","KATHOLIK","2892"
"2023","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Perempuan","KEPERCAYAAN","3"
"2023","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Perempuan","KHONGHUCU","10"
"2023","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Perempuan","KRISTEN","3256"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Laki_Laki","BUDHA","617"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Laki_Laki","HINDU","100"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Laki_Laki","ISLAM","21305"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Laki_Laki","KATHOLIK","2619"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Laki_Laki","KEPERCAYAAN","1"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Laki_Laki","KHONGHUCU","2"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Laki_Laki","KRISTEN","3553"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Perempuan","BUDHA","628"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Perempuan","HINDU","81"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Perempuan","ISLAM","20910"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Perempuan","KATHOLIK","2833"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Perempuan","KEPERCAYAAN","1"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Perempuan","KHONGHUCU","2"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Perempuan","KRISTEN","3788"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA SELATAN","Laki_Laki","BUDHA","177"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA SELATAN","Laki_Laki","HINDU","56"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA SELATAN","Laki_Laki","ISLAM","18645"
"2023","JAKARTA BARAT","KEMBANGAN","MERUYA SELATAN","Laki_Laki","KATHOLIK","971"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET KUNINGAN","Perempuan","KHONGHUCU","0"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","KUNINGAN BARAT","Laki_Laki","BUDHA","21"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","KUNINGAN BARAT","Laki_Laki","HINDU","0"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","KUNINGAN BARAT","Laki_Laki","ISLAM","7646"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","KUNINGAN BARAT","Laki_Laki","KATHOLIK","113"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","KUNINGAN BARAT","Laki_Laki","KEPERCAYAAN","1"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","KUNINGAN BARAT","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET KUNINGAN","Laki_Laki","KHONGHUCU","3"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET KUNINGAN","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET KUNINGAN","Laki_Laki","KATHOLIK","597"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET KUNINGAN","Laki_Laki","ISLAM","7781"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET KUNINGAN","Laki_Laki","HINDU","23"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET KUNINGAN","Laki_Laki","BUDHA","495"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Perempuan","KRISTEN","305"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Perempuan","KHONGHUCU","0"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Perempuan","KEPERCAYAAN","1"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Perempuan","KATHOLIK","314"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Perempuan","ISLAM","915"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Perempuan","HINDU","7"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Perempuan","BUDHA","154"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Laki_Laki","KRISTEN","329"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Laki_Laki","KEPERCAYAAN","2"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Laki_Laki","KATHOLIK","239"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Laki_Laki","ISLAM","975"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Laki_Laki","HINDU","4"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Laki_Laki","BUDHA","166"
"2023","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Perempuan","KRISTEN","313"
"2023","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Perempuan","KHONGHUCU","2"
"2023","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Perempuan","KATHOLIK","135"
"2023","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Perempuan","ISLAM","1247"
"2023","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Perempuan","HINDU","10"
"2023","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Perempuan","BUDHA","49"
"2023","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Laki_Laki","KRISTEN","297"
"2023","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Laki_Laki","KHONGHUCU","1"
"2023","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Laki_Laki","KEPERCAYAAN","1"
"2023","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Laki_Laki","KATHOLIK","114"
"2023","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Laki_Laki","ISLAM","1273"
"2023","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Laki_Laki","HINDU","15"
"2023","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Laki_Laki","BUDHA","58"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI","Perempuan","KRISTEN","450"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI","Perempuan","KHONGHUCU","0"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI","Perempuan","KATHOLIK","217"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI","Perempuan","ISLAM","16945"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI","Perempuan","HINDU","8"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI","Perempuan","BUDHA","20"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI","Laki_Laki","KRISTEN","454"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI","Laki_Laki","KATHOLIK","173"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI","Laki_Laki","ISLAM","17088"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI","Laki_Laki","HINDU","13"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI","Laki_Laki","BUDHA","18"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI SELATAN","Perempuan","KRISTEN","579"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI SELATAN","Perempuan","KHONGHUCU","0"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI SELATAN","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI SELATAN","Perempuan","KATHOLIK","144"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI SELATAN","Perempuan","ISLAM","13391"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI SELATAN","Perempuan","HINDU","4"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI SELATAN","Perempuan","BUDHA","20"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI SELATAN","Laki_Laki","KRISTEN","502"
"2023","JAKARTA SELATAN","TEBET","MANGGARAI SELATAN","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET KUNINGAN","Perempuan","KRISTEN","980"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET","Laki_Laki","BUDHA","107"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET","Laki_Laki","HINDU","10"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET","Laki_Laki","ISLAM","4663"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET","Laki_Laki","KATHOLIK","224"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET","Laki_Laki","KRISTEN","708"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET","Perempuan","BUDHA","120"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET","Perempuan","HINDU","13"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET","Perempuan","ISLAM","4470"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET","Perempuan","KATHOLIK","255"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET","Perempuan","KHONGHUCU","0"
"2023","JAKARTA SELATAN","SETIA BUDI","KARET","Perempuan","KRISTEN","818"
"2023","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Laki_Laki","BUDHA","76"
"2023","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Laki_Laki","HINDU","20"
"2023","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Laki_Laki","ISLAM","15360"
"2023","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Laki_Laki","KATHOLIK","413"
"2023","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Laki_Laki","KEPERCAYAAN","2"
"2023","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Laki_Laki","KRISTEN","938"
"2023","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Perempuan","BUDHA","91"
"2023","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Perempuan","HINDU","23"
"2023","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Perempuan","ISLAM","15431"
"2023","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Perempuan","KATHOLIK","511"
"2023","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Perempuan","KEPERCAYAAN","2"
"2023","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Perempuan","KHONGHUCU","0"
"2023","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Perempuan","KRISTEN","1057"
"2023","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Laki_Laki","BUDHA","78"
"2023","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Laki_Laki","HINDU","21"
"2023","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Laki_Laki","ISLAM","15506"
"2023","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Laki_Laki","KATHOLIK","272"
"2023","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Laki_Laki","KRISTEN","926"
"2023","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Perempuan","BUDHA","88"
"2023","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Perempuan","HINDU","19"
"2023","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Perempuan","ISLAM","15132"
"2023","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Perempuan","KATHOLIK","265"
"2023","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Perempuan","KHONGHUCU","0"
"2023","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Perempuan","KRISTEN","1025"
"2023","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Laki_Laki","BUDHA","69"
"2023","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Laki_Laki","HINDU","8"
"2023","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Laki_Laki","ISLAM","1495"
"2023","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Laki_Laki","KATHOLIK","196"
"2023","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Laki_Laki","KRISTEN","413"
"2023","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Perempuan","BUDHA","74"
"2023","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Perempuan","HINDU","13"
"2023","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Perempuan","ISLAM","1538"
"2023","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Perempuan","KATHOLIK","233"
"2023","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Perempuan","KHONGHUCU","0"
"2023","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Perempuan","KRISTEN","472"
"2023","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Laki_Laki","BUDHA","62"
"2023","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Laki_Laki","HINDU","28"
"2023","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Laki_Laki","ISLAM","3066"
"2023","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Laki_Laki","KATHOLIK","193"
"2023","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Laki_Laki","KEPERCAYAAN","1"
"2023","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Laki_Laki","KRISTEN","268"
"2023","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Perempuan","BUDHA","63"
"2023","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Perempuan","HINDU","29"
"2023","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Perempuan","ISLAM","2965"
"2023","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Perempuan","KATHOLIK","234"
"2023","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Perempuan","KHONGHUCU","0"
"2023","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Perempuan","KRISTEN","308"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Laki_Laki","BUDHA","25"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Laki_Laki","HINDU","1"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Laki_Laki","ISLAM","11014"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Laki_Laki","KATHOLIK","120"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Laki_Laki","KRISTEN","335"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Perempuan","BUDHA","27"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Perempuan","HINDU","0"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Perempuan","ISLAM","10929"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Perempuan","KATHOLIK","137"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Perempuan","KHONGHUCU","0"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Perempuan","KRISTEN","323"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Laki_Laki","BUDHA","40"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Laki_Laki","HINDU","25"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Laki_Laki","ISLAM","12552"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Laki_Laki","KATHOLIK","375"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Laki_Laki","KHONGHUCU","0"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Laki_Laki","KRISTEN","452"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Perempuan","BUDHA","46"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Perempuan","HINDU","28"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Perempuan","ISLAM","12267"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Perempuan","KATHOLIK","375"
"2023","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","PAL MERAH","PALMERAH","Laki_Laki","KATHOLIK","1181"
"2023","JAKARTA BARAT","PAL MERAH","PALMERAH","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","PAL MERAH","PALMERAH","Laki_Laki","KHONGHUCU","5"
"2023","JAKARTA BARAT","PAL MERAH","PALMERAH","Laki_Laki","KRISTEN","2292"
"2023","JAKARTA BARAT","PAL MERAH","PALMERAH","Perempuan","BUDHA","639"
"2023","JAKARTA BARAT","PAL MERAH","PALMERAH","Perempuan","HINDU","105"
"2023","JAKARTA BARAT","PAL MERAH","PALMERAH","Perempuan","ISLAM","34550"
"2023","JAKARTA BARAT","PAL MERAH","PALMERAH","Perempuan","KATHOLIK","1230"
"2023","JAKARTA BARAT","PAL MERAH","PALMERAH","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","PAL MERAH","PALMERAH","Perempuan","KHONGHUCU","8"
"2023","JAKARTA BARAT","PAL MERAH","PALMERAH","Perempuan","KRISTEN","2417"
"2023","JAKARTA BARAT","PAL MERAH","SLIPI","Laki_Laki","BUDHA","108"
"2023","JAKARTA BARAT","PAL MERAH","SLIPI","Laki_Laki","HINDU","105"
"2023","JAKARTA BARAT","PAL MERAH","SLIPI","Laki_Laki","ISLAM","8846"
"2023","JAKARTA BARAT","PAL MERAH","SLIPI","Laki_Laki","KATHOLIK","499"
"2023","JAKARTA BARAT","PAL MERAH","SLIPI","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","PAL MERAH","SLIPI","Laki_Laki","KHONGHUCU","5"
"2023","JAKARTA BARAT","PAL MERAH","SLIPI","Laki_Laki","KRISTEN","808"
"2023","JAKARTA BARAT","PAL MERAH","SLIPI","Perempuan","BUDHA","108"
"2023","JAKARTA BARAT","PAL MERAH","SLIPI","Perempuan","HINDU","86"
"2023","JAKARTA BARAT","PAL MERAH","SLIPI","Perempuan","ISLAM","8583"
"2023","JAKARTA BARAT","PAL MERAH","SLIPI","Perempuan","KATHOLIK","519"
"2023","JAKARTA BARAT","PAL MERAH","SLIPI","Perempuan","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","PAL MERAH","SLIPI","Perempuan","KHONGHUCU","2"
"2023","JAKARTA BARAT","PAL MERAH","SLIPI","Perempuan","KRISTEN","896"
"2023","JAKARTA BARAT","PAL MERAH","KOTA BAMBU UTARA","Laki_Laki","BUDHA","115"
"2023","JAKARTA BARAT","PAL MERAH","KOTA BAMBU UTARA","Laki_Laki","HINDU","10"
"2023","JAKARTA BARAT","PAL MERAH","KOTA BAMBU UTARA","Laki_Laki","ISLAM","15002"
"2023","JAKARTA BARAT","PAL MERAH","KOTA BAMBU UTARA","Laki_Laki","KATHOLIK","327"
"2023","JAKARTA BARAT","PAL MERAH","KOTA BAMBU UTARA","Laki_Laki","KEPERCAYAAN","0"
"2023","JAKARTA BARAT","PAL MERAH","KOTA BAMBU UTARA","Laki_Laki","KHONGHUCU","1"
"2023","JAKARTA BARAT","PAL MERAH","KOTA BAMBU UTARA","Laki_Laki","KRISTEN","495"
"2023","JAKARTA BARAT","PAL MERAH","KOTA BAMBU UTARA","Perempuan","BUDHA","120"
"2023","JAKARTA BARAT","PAL MERAH","KOTA BAMBU UTARA","Perempuan","HINDU","7"
"2023","JAKARTA BARAT","PAL MERAH","KOTA BAMBU UTARA","Perempuan","ISLAM","14613"
"2023","JAKARTA BARAT","PAL MERAH","KOTA BAMBU UTARA","Perempuan","KATHOLIK","375"
"2023","JAKARTA BARAT","PAL MERAH","KOTA BAMBU UTARA","Perempuan","KEPERCAYAAN","0"
